url,marque,id_variante,nom_attribue-1,valeur_attribue-1,nom_attribue-2,valeur_attribue-2,nom_attribue-3,valeur_attribue-3,nom_attribue-4,valeur_attribue-4,nom_attribue-5,valeur_attribue-5,nom_attribue-6,valeur_attribue-6,nom_attribue-7,valeur_attribue-7,nom_attribue-8,valeur_attribue-8,nom_attribue-9,valeur_attribue-9,nom_attribue-10,valeur_attribue-10,nom_attribue-11,valeur_attribue-11,nom_attribue-12,valeur_attribue-12,nom_attribue-13,valeur_attribue-13,nom_attribue-14,valeur_attribue-14,designation,reference,sku,code_strong,code_article_fournisseur,descriptif,dispositif_medical,prix_reference,prix_promotion,quantite_degressif-1,prix_promotion_degressif-1,quantite_degressif-2,prix_promotion_degressif-2,quantite_degressif-3,prix_promotion_degressif-3,quantite_degressif-4,prix_promotion_degressif-4,quantite_degressif-5,prix_promotion_degressif-5,quantite_degressif-6,prix_promotion_degressif-6,quantite_degressif-7,prix_promotion_degressif-7,quantite_degressif-8,prix_promotion_degressif-8,quantite_degressif-9,prix_promotion_degressif-9,quantite_degressif-10,prix_promotion_degressif-10
https://www.megadental.fr/gants-microtouch-nitrafree-rose-ansell.html,ansell,33518,Taille,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro-touch nitrafree rose taille L boite de 100 (ANSELL),5220-019,897-3008,425-4575,,Ce gant non stérile est fabriqué à partir d’une formulation en nitrile souple et   durable. Il offre une excellente protection dans tous les environnements à   risque. L’extrémité des doigts adhérisée offre une protection supplémentaire   pour une préhension sûre en milieu sec et humide et évite de glisser.                   Avantages :    • Protection contre les allergies au latex de type I   • Fabrication sans accélérateurs chimiques à base de soufre pour protéger les   utilisateurs des allergies de type IV (aux produits chimiques)   • Résistance à différents agents de chimiothérapie                     Caractéristiques techniques :   • Conditionnement de vente : boite de 100             • Norme :  EN 455 1-4; EN 455 1-4            • Taille : plusieurs tailles disponible            • Matériau : Nitrile             • Couleur : rose             • Épaisseur de paume (mm / in) : 0.08/3.1            • Épaisseur au niveau des doigts (MM / MIL) : 0.14/5.5       ,I,21.9,,1,21.9,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/gants-microtouch-nitrafree-rose-ansell.html,ansell,33519,Taille,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,Mciro-touch nitrafree rose taille XL boite de 100 (ANSELL) ,5221-019,897-3009,425-5575,,Ce gant non stérile est fabriqué à partir d’une formulation en nitrile souple et   durable. Il offre une excellente protection dans tous les environnements à   risque. L’extrémité des doigts adhérisée offre une protection supplémentaire   pour une préhension sûre en milieu sec et humide et évite de glisser.                   Avantages :    • Protection contre les allergies au latex de type I   • Fabrication sans accélérateurs chimiques à base de soufre pour protéger les   utilisateurs des allergies de type IV (aux produits chimiques)   • Résistance à différents agents de chimiothérapie                     Caractéristiques techniques :   • Conditionnement de vente : boite de 100             • Norme :  EN 455 1-4; EN 455 1-4            • Taille : plusieurs tailles disponible            • Matériau : Nitrile             • Couleur : rose             • Épaisseur de paume (mm / in) : 0.08/3.1            • Épaisseur au niveau des doigts (MM / MIL) : 0.14/5.5       ,I,21.9,,1,21.9,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/gants-latex-microflex-non-poudres-ansell.html,ansell,33127,Taille,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,Gants Latex Microflex Non Poudrés Taille XS (100) (ANSELL),4100-018,896-2988,423-4574,,"Gants latex MICROFLEX non poudrés:               Avantages:       Construction unique plus épaisse au niveau des doigts, pour une protection   renforcée dans les environnements hostilesExtrémités des doigts adhérisées   assurant une préhension plus sûre lors de la manipulation d’objets glissants et   huileuxSurface intérieure à enduction polymère qui facilite le gantage, procure   une sensation de confort et maintient les mains au sec",I,19.5,13.95,1,13.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/gants-latex-microflex-non-poudres-ansell.html,ansell,33128,Taille,S,,,,,,,,,,,,,,,,,,,,,,,,,,,Gants Latex Microflex Non Poudrés Taille S (100)  (ANSELL),4101-018,896-2989,423-5574,,"Gants latex MICROFLEX non poudrés:               Avantages:       Construction unique plus épaisse au niveau des doigts, pour une protection   renforcée dans les environnements hostilesExtrémités des doigts adhérisées   assurant une préhension plus sûre lors de la manipulation d’objets glissants et   huileuxSurface intérieure à enduction polymère qui facilite le gantage, procure   une sensation de confort et maintient les mains au sec",I,19.5,13.95,1,13.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/gants-latex-microflex-non-poudres-ansell.html,ansell,33129,Taille,M,,,,,,,,,,,,,,,,,,,,,,,,,,,Gants Latex Microflex Non Poudrés Taille M (100) (ANSELL),4112-018,896-2990,423-6574,,"Gants latex MICROFLEX non poudrés:               Avantages:       Construction unique plus épaisse au niveau des doigts, pour une protection   renforcée dans les environnements hostilesExtrémités des doigts adhérisées   assurant une préhension plus sûre lors de la manipulation d’objets glissants et   huileuxSurface intérieure à enduction polymère qui facilite le gantage, procure   une sensation de confort et maintient les mains au sec",I,19.5,13.95,1,13.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/gants-latex-microflex-non-poudres-ansell.html,ansell,33130,Taille,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Gants Latex Microflex Non Poudrés Taille L (100) (ANSELL),4113-018,896-2991,423-7574,,"Gants latex MICROFLEX non poudrés:               Avantages:       Construction unique plus épaisse au niveau des doigts, pour une protection   renforcée dans les environnements hostilesExtrémités des doigts adhérisées   assurant une préhension plus sûre lors de la manipulation d’objets glissants et   huileuxSurface intérieure à enduction polymère qui facilite le gantage, procure   une sensation de confort et maintient les mains au sec",I,19.5,13.95,1,13.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/gants-latex-microflex-non-poudres-ansell.html,ansell,33131,Taille,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,Gants Latex Microflex Non Poudrés Taille XL (100) (ANSELL),4114-018,896-2992,423-8574,,"Gants latex MICROFLEX non poudrés:               Avantages:       Construction unique plus épaisse au niveau des doigts, pour une protection   renforcée dans les environnements hostilesExtrémités des doigts adhérisées   assurant une préhension plus sûre lors de la manipulation d’objets glissants et   huileuxSurface intérieure à enduction polymère qui facilite le gantage, procure   une sensation de confort et maintient les mains au sec",I,19.5,13.95,1,13.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/piece-a-main-4330-d-4441-013-dm-anthogyr-dm171.html,anthogyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piece a main 4330 D 4441-013 DM* (ANTHOGYR),,,,,Pièce à main sans spray. Rapport de vitesse 1/1. Pour fraise Ø 2.35 cm et PM. Vitesse jusqu'à 40 000 tr/min ref 4441013,,364,198,,,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/piece-a-main-4330d-anthogyr.html,anthogyr,7615,Conditionnement de vente,Cavalier,Type d'equipement,Accessoire,,,,,,,,,,,,,,,,,,,,,,,,,CAVALIER PULVERISATION (ANTHOGYR),4452-013,891-2230,347-6569,,"Pièce à main sans spray. Pour fraises à 2,35 cm et PM. Vitesse jusqu'à 40 000   tr/min.      Garantie 1 an      Pièce à main 4330 DCavalier de pulvérisation pour pièce à main droite 4330.         ",IIA,43,32,1,32,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/les-turbines-gamme-ultimate-power-b-a-international.html,anthogyr,8756,Modèle,BA755LS MINI,Connectique,Sirona,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate Power+ BA758 raccord Sirona BA INTERNATIONAL,5018-191,979-3896,,,"Nouvelle gamme de turbines de haute technologie.   Elles bénéficient d'un nouveau design (avec une plus petite tête), de plus de   puissance (jusqu'à 22W) et sont plus silencieuses (58db).   Composées d'un corps en titane et de roulements en céramique, elles sont   robustes et sont garanties 2 ans.   Livrées dans une cassette de stérilisation en acier 18 x 4 cm prévue pour 10   instruments manuels.         DM Classe IIA.   Garantie 2ans.         Avantages :   - Titane   - Puissance jusqu'à 22W pour les tête standards et 19W pour les mini-têtes   - Petite tête   - Silencieuse   ",IIA,1340,585,1,585,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/les-turbines-gamme-ultimate-power-b-a-international.html,anthogyr,8757,Modèle,BA758 LN MINI,Connectique,NSK,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate Power+ BA758 raccord Nsk BA INTERNATIONAL,5017-191,979-3895,,,"Nouvelle gamme de turbines de haute technologie.   Elles bénéficient d'un nouveau design (avec une plus petite tête), de plus de   puissance (jusqu'à 22W) et sont plus silencieuses (58db).   Composées d'un corps en titane et de roulements en céramique, elles sont   robustes et sont garanties 2 ans.   Livrées dans une cassette de stérilisation en acier 18 x 4 cm prévue pour 10   instruments manuels.         DM Classe IIA.   Garantie 2ans.         Avantages :   - Titane   - Puissance jusqu'à 22W pour les tête standards et 19W pour les mini-têtes   - Petite tête   - Silencieuse   ",IIA,1340,585,1,585,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/les-turbines-gamme-ultimate-power-b-a-international.html,anthogyr,8758,Modèle,BA758 LB MINI,Connectique,Bien air,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate Power+ BA758 raccord Bien Air BA INTERNATIONAL,5016-191,979-3894,,,"Nouvelle gamme de turbines de haute technologie.   Elles bénéficient d'un nouveau design (avec une plus petite tête), de plus de   puissance (jusqu'à 22W) et sont plus silencieuses (58db).   Composées d'un corps en titane et de roulements en céramique, elles sont   robustes et sont garanties 2 ans.   Livrées dans une cassette de stérilisation en acier 18 x 4 cm prévue pour 10   instruments manuels.         DM Classe IIA.   Garantie 2ans.         Avantages :   - Titane   - Puissance jusqu'à 22W pour les tête standards et 19W pour les mini-têtes   - Petite tête   - Silencieuse   ",IIA,1340,585,1,585,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/les-turbines-gamme-ultimate-power-b-a-international.html,anthogyr,8759,Modèle,BA758 LW MINI,Connectique,W&H,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate Power+ BA758 raccord WH BA INTERNATIONAL,5015-191,979-3893,,,"Nouvelle gamme de turbines de haute technologie.   Elles bénéficient d'un nouveau design (avec une plus petite tête), de plus de   puissance (jusqu'à 22W) et sont plus silencieuses (58db).   Composées d'un corps en titane et de roulements en céramique, elles sont   robustes et sont garanties 2 ans.   Livrées dans une cassette de stérilisation en acier 18 x 4 cm prévue pour 10   instruments manuels.         DM Classe IIA.   Garantie 2ans.         Avantages :   - Titane   - Puissance jusqu'à 22W pour les tête standards et 19W pour les mini-têtes   - Petite tête   - Silencieuse   ",IIA,1340,585,1,585,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/les-turbines-gamme-ultimate-power-b-a-international.html,anthogyr,8760,Modèle,BA758 LK STANDARD,Connectique,Kavo,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate Power+ BA758 raccord Kavo BA INTERNATIONAL,5014-191,979-3892,,,"Nouvelle gamme de turbines de haute technologie.   Elles bénéficient d'un nouveau design (avec une plus petite tête), de plus de   puissance (jusqu'à 22W) et sont plus silencieuses (58db).   Composées d'un corps en titane et de roulements en céramique, elles sont   robustes et sont garanties 2 ans.   Livrées dans une cassette de stérilisation en acier 18 x 4 cm prévue pour 10   instruments manuels.         DM Classe IIA.   Garantie 2ans.         Avantages :   - Titane   - Puissance jusqu'à 22W pour les tête standards et 19W pour les mini-têtes   - Petite tête   - Silencieuse   ",IIA,1340,585,1,585,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/les-turbines-gamme-ultimate-power-b-a-international.html,anthogyr,8761,Modèle,BA755 LS STANDARD,Connectique,Sirona,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate Power+ BA755 raccord Sirona BA INTERNATIONAL,5006-191,979-3884,,,"Nouvelle gamme de turbines de haute technologie.   Elles bénéficient d'un nouveau design (avec une plus petite tête), de plus de   puissance (jusqu'à 22W) et sont plus silencieuses (58db).   Composées d'un corps en titane et de roulements en céramique, elles sont   robustes et sont garanties 2 ans.   Livrées dans une cassette de stérilisation en acier 18 x 4 cm prévue pour 10   instruments manuels.         DM Classe IIA.   Garantie 2ans.         Avantages :   - Titane   - Puissance jusqu'à 22W pour les tête standards et 19W pour les mini-têtes   - Petite tête   - Silencieuse   ",IIA,1340,585,1,585,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/les-turbines-gamme-ultimate-power-b-a-international.html,anthogyr,8762,Modèle,BA755 LN STANDARD,Connectique,NSK,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate Power+ BA755 raccord Nsk BA INTERNATIONAL,5005-191,979-3883,,,"Nouvelle gamme de turbines de haute technologie.   Elles bénéficient d'un nouveau design (avec une plus petite tête), de plus de   puissance (jusqu'à 22W) et sont plus silencieuses (58db).   Composées d'un corps en titane et de roulements en céramique, elles sont   robustes et sont garanties 2 ans.   Livrées dans une cassette de stérilisation en acier 18 x 4 cm prévue pour 10   instruments manuels.            Garantie 2 ans.               Avantages :   - Titane   - Puissance jusqu'à 22W pour les tête standards et 19W pour les mini-têtes   - Petite tête   - Silencieuse   ",IIA,1340,585,1,585,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/les-turbines-gamme-ultimate-power-b-a-international.html,anthogyr,8763,Modèle,BA755 LB STANDARD,Connectique,Bien air,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate Power+ BA755 raccord Bien Air BA INTERNATIONAL,5004-191,979-3882,,,"Nouvelle gamme de turbines de haute technologie.   Elles bénéficient d'un nouveau design (avec une plus petite tête), de plus de   puissance (jusqu'à 22W) et sont plus silencieuses (58db).   Composées d'un corps en titane et de roulements en céramique, elles sont   robustes et sont garanties 2 ans.   Livrées dans une cassette de stérilisation en acier 18 x 4 cm prévue pour 10   instruments manuels.         DM Classe IIA.   Garantie 2ans.         Avantages :   - Titane   - Puissance jusqu'à 22W pour les tête standards et 19W pour les mini-têtes   - Petite tête   - Silencieuse   ",IIA,1340,585,1,585,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/les-turbines-gamme-ultimate-power-b-a-international.html,anthogyr,8764,Modèle,BA755 LW STANDARD,Connectique,W&H,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate Power+ BA755 raccord WH BA INTERNATIONAL,5003-191,979-3881,,,"Nouvelle gamme de turbines de haute technologie.   Elles bénéficient d'un nouveau design (avec une plus petite tête), de plus de   puissance (jusqu'à 22W) et sont plus silencieuses (58db).   Composées d'un corps en titane et de roulements en céramique, elles sont   robustes et sont garanties 2 ans.   Livrées dans une cassette de stérilisation en acier 18 x 4 cm prévue pour 10   instruments manuels.         DM Classe IIA.   Garantie 2ans.         Avantages :   - Titane   - Puissance jusqu'à 22W pour les tête standards et 19W pour les mini-têtes   - Petite tête   - Silencieuse   ",IIA,1340,585,1,585,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/les-turbines-gamme-ultimate-power-b-a-international.html,anthogyr,8765,Modèle,BA755 LK STANDARD,Connectique,Kavo,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate Power+ BA755 raccord Kavo BA INTERNATIONAL,5002-191,979-3880,,,"Nouvelle gamme de turbines de haute technologie.   Elles bénéficient d'un nouveau design (avec une plus petite tête), de plus de   puissance (jusqu'à 22W) et sont plus silencieuses (58db).   Composées d'un corps en titane et de roulements en céramique, elles sont   robustes et sont garanties 2 ans.   Livrées dans une cassette de stérilisation en acier 18 x 4 cm prévue pour 10   instruments manuels.         DM Classe IIA.   Garantie 2ans.         Avantages :   - Titane   - Puissance jusqu'à 22W pour les tête standards et 19W pour les mini-têtes   - Petite tête   - Silencieuse   ",IIA,1340,585,1,585,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/turbines-ultimate-b-a-international.html,anthogyr,8770,Modèle,BA 688 LS MINI,Connectique,Sirona,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate BA688 raccord Sirona BA INTERNATIONAL,5123-191,979-3901,,,"Cette gamme de turbines très silencieuse (59db) est composée d'instruments   puissants en têtes standards 22W et mini têtes 19W.   Ces turbines sont dotées d'un nouveau design ; revêtues d'un système ""Smart   Coat"" pour une meilleure prise en main et d'une plus petite tête que les   précédentes.   DM Classe IIA.      Avantage :         - Puissance jusqu'à 22W   - Petite tête   - Silencieuse (59db)   - Nouveau revêtement         Garantie 2 ans   ",IIA,1039,525,1,525,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/turbines-ultimate-b-a-international.html,anthogyr,8771,Modèle,BA688 LN MINI,Connectique,NSK,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate BA688 raccord Nsk BA INTERNATIONAL,5122-191,979-3900,,,"Cette gamme de turbines très silencieuse (59db) est composée d'instruments   puissants en têtes standards 22W et mini têtes 19W.   Ces turbines sont dotées d'un nouveau design ; revêtues d'un système ""Smart   Coat"" pour une meilleure prise en main et d'une plus petite tête que les   précédentes.   DM Classe IIA.      Avantage :         - Puissance jusqu'à 22W   - Petite tête   - Silencieuse (59db)   - Nouveau revêtement         Garantie 2 ans   ",IIA,1039,525,1,525,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/turbines-ultimate-b-a-international.html,anthogyr,8772,Modèle,BA 688LB MINI,Connectique,Bien air,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate BA688 raccord Bien Air BA INTERNATIONAL,5011-191,979-3899,,,"Cette gamme de turbines très silencieuse (59db) est composée d'instruments   puissants en têtes standards 22W et mini têtes 19W.   Ces turbines sont dotées d'un nouveau design ; revêtues d'un système ""Smart   Coat"" pour une meilleure prise en main et d'une plus petite tête que les   précédentes.   DM Classe IIA.      Avantage :         - Puissance jusqu'à 22W   - Petite tête   - Silencieuse (59db)   - Nouveau revêtement         Garantie 2 ans   ",IIA,1039,525,1,525,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/turbines-ultimate-b-a-international.html,anthogyr,8773,Modèle,BA 688LW MINI,Connectique,W&H,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate BA688 raccord WH BA INTERNATIONAL,5010-191,979-3898,,,"Cette gamme de turbines très silencieuse (59db) est composée d'instruments   puissants en têtes standards 22W et mini têtes 19W.   Ces turbines sont dotées d'un nouveau design ; revêtues d'un système ""Smart   Coat"" pour une meilleure prise en main et d'une plus petite tête que les   précédentes.   DM Classe IIA.      Avantage :         - Puissance jusqu'à 22W   - Petite tête   - Silencieuse (59db)   - Nouveau revêtement         Garantie 2 ans   ",IIA,1039,525,1,525,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/turbines-ultimate-b-a-international.html,anthogyr,8774,Modèle,BA 688 LK MINI,Connectique,Kavo,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate BA688 raccord Kavo BA INTERNATIONAL,5019-191,979-3897,,,"Cette gamme de turbines très silencieuse (59db) est composée d'instruments   puissants en têtes standards 22W et mini têtes 19W.   Ces turbines sont dotées d'un nouveau design ; revêtues d'un système ""Smart   Coat"" pour une meilleure prise en main et d'une plus petite tête que les   précédentes.   DM Classe IIA.      Avantage :         - Puissance jusqu'à 22W   - Petite tête   - Silencieuse (59db)   - Nouveau revêtement         Garantie 2 ans   ",IIA,1039,525,1,525,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/turbines-ultimate-b-a-international.html,anthogyr,8775,Modèle,BA 695LS STANDARD,Connectique,Kavo,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate BA695 raccord Sirona BA INTERNATIONAL,5013-191,979-3891,,,"Cette gamme de turbines très silencieuse (59db) est composée d'instruments   puissants en têtes standards 22W et mini têtes 19W.   Ces turbines sont dotées d'un nouveau design ; revêtues d'un système ""Smart   Coat"" pour une meilleure prise en main et d'une plus petite tête que les   précédentes.   DM Classe IIA.      Avantage :         - Puissance jusqu'à 22W   - Petite tête   - Silencieuse (59db)   - Nouveau revêtement         Garantie 2 ans   ",IIA,1039,525,1,525,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/turbines-ultimate-b-a-international.html,anthogyr,8776,Modèle,BA 695LN STANDARD,Connectique,NSK,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate BA695 raccord Nsk BA INTERNATIONAL,5012-191,979-3890,,,"Cette gamme de turbines très silencieuse (59db) est composée d'instruments   puissants en têtes standards 22W et mini têtes 19W.   Ces turbines sont dotées d'un nouveau design ; revêtues d'un système ""Smart   Coat"" pour une meilleure prise en main et d'une plus petite tête que les   précédentes.   DM Classe IIA.      Avantage :         - Puissance jusqu'à 22W   - Petite tête   - Silencieuse (59db)   - Nouveau revêtement         Garantie 2 ans   ",IIA,1039,525,1,525,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/turbines-ultimate-b-a-international.html,anthogyr,8777,Modèle,BA 695LB STANDARD,Connectique,Bien air,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate BA695 raccord Bien Air BA INTERNATIONAL,5001-191,979-3889,,,"Cette gamme de turbines très silencieuse (59db) est composée d'instruments   puissants en têtes standards 22W et mini têtes 19W.   Ces turbines sont dotées d'un nouveau design ; revêtues d'un système ""Smart   Coat"" pour une meilleure prise en main et d'une plus petite tête que les   précédentes.   DM Classe IIA.      Avantage :         - Puissance jusqu'à 22W   - Petite tête   - Silencieuse (59db)   - Nouveau revêtement         Garantie 2 ans   ",IIA,1039,525,1,525,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/turbines-ultimate-b-a-international.html,anthogyr,8778,Modèle,BA695 LW STANDARD,Connectique,W&H,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate BA695 raccord WH BA INTERNATIONAL,5000-191,979-3888,,,"Cette gamme de turbines très silencieuse (59db) est composée d'instruments   puissants en têtes standards 22W et mini têtes 19W.   Ces turbines sont dotées d'un nouveau design ; revêtues d'un système ""Smart   Coat"" pour une meilleure prise en main et d'une plus petite tête que les   précédentes.   DM Classe IIA.      Avantage :         - Puissance jusqu'à 22W   - Petite tête   - Silencieuse (59db)   - Nouveau revêtement         Garantie 2 ans   ",IIA,1039,525,1,525,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/turbines-ultimate-b-a-international.html,anthogyr,8779,Modèle,BA 695LK STANDARD,Connectique,Kavo,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Ultimate BA695 raccord Kavo BA INTERNATIONAL,5009-191,979-3887,,,"Cette gamme de turbines très silencieuse (59db) est composée d'instruments   puissants en têtes standards 22W et mini têtes 19W.   Ces turbines sont dotées d'un nouveau design ; revêtues d'un système ""Smart   Coat"" pour une meilleure prise en main et d'une plus petite tête que les   précédentes.   DM Classe IIA.      Avantage :         - Puissance jusqu'à 22W   - Petite tête   - Silencieuse (59db)   - Nouveau revêtement         Garantie 2 ans   ",IIA,1039,525,1,525,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/tenons-titane-tvs-anthogyr.html,anthogyr,5585,Diamètre,"1,3 mm",Type,Tvs n°3,,,,,,,,,,,,,,,,,,,,,,,,,TENONS TITANE TVS SET NO3 8848            ANTHOGYR,3445-099,877-1223,246-9555,,Ancrage performant par tissage non traumatisant en 4 tours.   Filet très fin autoaraudant.   Rainure d’évacuation du ciment.   Set de 10 tenons + 1 alésoir + 1 clé.   Dispositif médical de casse IIA.   Utilisation : se référer à la notice.   ,IIA,59,,1,59,2,55.9,,,,,,,,,,,,,,
https://www.megadental.fr/tenons-titane-tvs-anthogyr.html,anthogyr,5586,Diamètre,"0,9 mm",Type,Tvs n°1,,,,,,,,,,,,,,,,,,,,,,,,,TENONS TITANE TVS SET NO1       8846      ANTHOGYR,3442-099,877-1220,246-6555,,Ancrage performant par tissage non traumatisant en 4 tours.   Filet très fin autoaraudant.   Rainure d’évacuation du ciment.   Set de 10 tenons + 1 alésoir + 1 clé.   Dispositif médical de casse IIA.   Utilisation : se référer à la notice.   ,IIA,59,,1,59,2,55.9,,,,,,,,,,,,,,
https://www.megadental.fr/tenons-titane-tvs-anthogyr.html,anthogyr,5587,Diamètre,"1,1 mm",Type,Tvs n°2,,,,,,,,,,,,,,,,,,,,,,,,,TENONS TITANE TVS SET NO2 8847            ANTHOGYR,3444-099,877-1222,246-8555,,Ancrage performant par tissage non traumatisant en 4 tours.   Filet très fin autoaraudant.   Rainure d’évacuation du ciment.   Set de 10 tenons + 1 alésoir + 1 clé.   Dispositif médical de casse IIA.   Utilisation : se référer à la notice.   ,IIA,59,,1,59,2,55.9,,,,,,,,,,,,,,
https://www.megadental.fr/tenons-titane-rvs-anthogyr-1.html,anthogyr,6431,Diamètre,"0,9 mm",Type,Rvs n°1,,,,,,,,,,,,,,,,,,,,,,,,,TENONS RADICULAIRES TITANE RVS1 (12)      ANTHOGYR,3960-099,877-1748,299-4555,,Tenons en titane.   Ancrage par vissage en 4 trous et scellement.   Filetage autotarandant trés fin pour preserver la dentine.   Tête conique anatomique + rétentive + rainures d 'évacuations du ciment.   Le set contient 6 tenons radiculaires + 1 alésoir + 1 fraise À  planer.   Dispositif médical de casse IIA.   Utilisation : se référer À  la notice. ;,IIA,94.5,,1,94.5,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/tenons-titane-rvs-anthogyr-1.html,anthogyr,6432,Diamètre,"1,3 mm",Type,Rvs n°3,,,,,,,,,,,,,,,,,,,,,,,,,TENONS RADICULAIRES TITANE RVS3 (12)      ANTHOGYR,3973-099,877-1751,299-7555,,Tenons en titane.   Ancrage par vissage en 4 trous et scellement.   Filetage autotarandant trés fin pour preserver la dentine.   Tête conique anatomique + rétentive + rainures d 'évacuations du ciment.   Le set contient 6 tenons radiculaires + 1 alésoir + 1 fraise À  planer.   Dispositif médical de casse IIA.   Utilisation : se référer À  la notice. ;,IIA,94.5,,1,94.5,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/tenons-titane-rvs-anthogyr-1.html,anthogyr,6434,Diamètre,"1,1 mm",Type,Rvs n°2,,,,,,,,,,,,,,,,,,,,,,,,,TENONS RADICULAIRES TITANE RVS2 (12)      ANTHOGYR,3961-099,877-1749,299-5555,,Tenons en titane.   Ancrage par vissage en 4 trous et scellement.   Filetage autotarandant trés fin pour preserver la dentine.   Tête conique anatomique + rétentive + rainures d 'évacuations du ciment.   Le set contient 6 tenons radiculaires + 1 alésoir + 1 fraise À  planer.   Dispositif médical de casse IIA.   Utilisation : se référer À  la notice. ;,IIA,94.5,,1,94.5,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/tenons-titane-rvs-anthogyr.html,anthogyr,6437,Diamètre,"0,9 mm",Type,Rvs n°1,,,,,,,,,,,,,,,,,,,,,,,,,SET TENONS TITANE RADICULAIRES RVS 1      ANTHOGYR,3965-099,877-1743,298-9555,,Tenons en titane.   Ancrage par vissage en 4 trous et scellement.   Filetage autotarandant trés fin pour preserver la dentine.   Tête conique anatomique + rétentive + rainures d’évacuations du ciment.   Le set contient 6 tenons radiculaires + 1 alésoir + 1 fraise à planer.   Dispositif médical de casse IIA.   Utilisation : se référer à la notice.,IIA,84.9,,1,84.9,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/tenons-titane-rvs-anthogyr.html,anthogyr,6439,Diamètre,"1,1 mm",Type,Rvs n°2,,,,,,,,,,,,,,,,,,,,,,,,,SET TENONS TITANE RADICULAIRES RVS 2      ANTHOGYR,3966-099,877-1744,299-0555,,Tenons en titane.   Ancrage par vissage en 4 trous et scellement.   Filetage autotarandant trés fin pour preserver la dentine.   Tête conique anatomique + rétentive + rainures d’évacuations du ciment.   Le set contient 6 tenons radiculaires + 1 alésoir + 1 fraise à planer.   Dispositif médical de casse IIA.   Utilisation : se référer à la notice.,IIA,84.9,,1,84.9,,,,,,,,,,,,,,,,,,
